code,lat,lng,population,x,y
42037,37.1595,-88.1845,46,927704.6803368519,4123437.7574135824
42038,37.0664,-88.0494,5691,940252.3947605958,4113718.7800912163
42039,36.7767,-88.7918,1695,875617.5061295659,4078368.427035644
42040,36.6,-88.5186,1028,900935.3022366036,4059860.160190563
42041,36.5475,-88.8749,4267,869292.1340213376,4052601.2610663795
42044,36.9655,-88.2667,3394,921474.2578424107,4101527.7068663742
42045,37.0762,-88.2647,2150,921039.3799525104,4113828.5329517643
42047,37.2831,-88.3714,178,910422.4226121935,4136332.9142301604
42048,36.7762,-88.2622,2177,922920.4980650574,4080528.25817276
42049,36.5422,-88.3319,1491,917961.4597207259,4054239.8548030043
42050,36.5593,-89.1947,3229,840597.8980803944,4052728.7235048874
42051,36.8478,-88.6788,2894,885351.6917494382,4086712.446013814
42053,37.0872,-88.8764,4837,866569.2781780378,4112508.3061984368
42054,36.6731,-88.4238,1027,909034.2541006987,4068377.164525147
42055,37.0619,-88.1498,2657,931343.553737598,4112757.368241458
42056,37.083,-88.973,1704,857997.8449442355,4111672.9414617764
42058,37.0611,-88.4665,2230,903165.9524464831,4111274.560918287
42060,36.9687,-88.8309,88,871193.4491176548,4099529.938059522
42061,36.8862,-88.7728,49,876775.6667988806,4090599.5500609237
42064,37.3254,-88.1005,8116,934214.5693711923,4142243.674564619
42066,36.7327,-88.6506,23081,888449.9077020313,4074048.4076957633
42069,36.9197,-88.752,942,878464.67292194,4094401.115695495
42071,36.6099,-88.3032,29703,920164.7906077066,4061882.2584857238
42076,36.55,-88.0955,1100,939098.181600309,4056161.995460855
42078,37.2553,-88.2711,1760,919476.099260885,4133687.1986494223
42079,36.5748,-88.5815,1378,895433.4510382899,4056801.1466667666
42081,37.2387,-88.3757,1973,910282.3474714351,4131384.252444149
42082,36.9044,-88.5153,1852,899644.6071588494,4093670.193019701
42083,37.1457,-88.285,320,918849.2392235418,4121455.675047248
42085,36.5694,-88.8084,826,875142.3782725554,4055290.302863992
42086,37.0922,-88.7611,4045,876799.1711658633,4113515.4863642785
42087,36.968,-89.0177,2241,854557.4413061533,4098739.2131781643
42088,36.6253,-88.7394,2745,881045.4420337005,4061768.0638568085
42101,37.0174,-86.4518,64444,1082850.8631519035,4116905.1517874575
42103,36.9663,-86.3933,22106,1088460.0191362402,4111587.980971519
42104,36.9375,-86.4481,37309,1083794.0542271095,4108048.365554036
42120,36.6775,-86.2636,2523,1102299.412581001,4080302.608951307
42122,36.863,-86.3632,5092,1091946.7057963745,4100294.6913244557
42123,36.8124,-85.985,814,1126139.869947969,4097095.478835799
42124,36.8705,-85.644,136,1156122.4928815446,4105858.2879774305
42127,37.117,-85.9443,6394,1127257.5299660885,4131225.5393308504
42129,37.0008,-85.6095,7063,1158075.1968010003,4120585.434446633
42130,36.913,-85.7753,147,1144034.0388946235,4109682.9842934893
42131,36.8134,-85.9173,144,1132182.9327315595,4097655.0150159067
42133,36.72,-85.952,1536,1129849.699181595,4087041.6570451916
42134,36.7254,-86.57,18881,1074512.0230335598,4083734.7773511964
42140,36.654,-85.8134,1280,1142806.8851469676,4080630.0678433036
42141,36.9882,-85.9221,32207,1130305.1109650761,4117055.1888039815
42151,36.6535,-85.5698,575,1164634.4933746732,4082245.4283432285
42153,36.6673,-86.0498,63,1121524.1781507093,4080540.987889585
42154,37.0556,-85.6985,654,1149668.3355892692,4126062.3493636763
42156,36.8516,-86.0523,380,1119806.198962978,4101011.5515574403
42157,36.7723,-85.8195,495,1141269.8611486512,4093741.1331860223
42159,36.9985,-86.2501,1236,1100976.1917604818,4116066.1299112174
42160,37.0939,-86.0464,2101,1118357.520759019,4127983.883628357
42163,37.0689,-86.1364,39,1110545.3595940177,4124619.4209210393
42164,36.7614,-86.1929,17133,1107963.5512376814,4090077.1811975962
42166,36.8883,-85.7083,2337,1150226.5568926996,4107394.356840066
42167,36.7236,-85.7009,8057,1152292.7161891793,4089133.201001102
42170,36.8557,-86.5623,1626,1074222.308779941,4098261.16830415
42171,37.0581,-86.1938,7552,1105519.1643295102,4123049.6234104973
42202,36.6914,-86.8585,2273,1048949.1125641817,4078257.207013338
42204,36.7167,-87.0661,704,1030199.1368544734,4079894.0310418718
42206,36.8818,-86.7198,6000,1059966.3248491471,4100221.1941482937
42207,37.2975,-86.2794,1137,1095999.338967829,4149112.198976118
42210,37.2229,-86.2923,4213,1095444.3385602762,4140739.3501866153
42211,36.802,-87.8286,13224,961499.201859232,4085403.922092812
42214,37.1177,-85.7038,769,1148662.9677096722,4132930.1831005123
42215,36.9496,-87.6648,1404,975209.9041626242,4102603.0866938066
42217,37.0344,-87.4891,3768,990326.0066130171,4112916.1115291766
42220,36.9094,-87.1678,6697,1019792.8185316632,4100741.1602624897
42223,36.6543,-87.4606,20135,995319.3170047365,4070843.774903521
42232,36.8564,-87.6545,726,976709.6716756395,4092303.263560731
42234,36.7149,-87.1502,2312,1022689.4650842347,4079229.9709999003
42236,36.7085,-87.6082,963,981770.497156621,4076109.131731596
42240,36.8621,-87.4851,41791,991792.951850797,4093798.522559725
42252,37.2483,-86.5093,74,1075964.4174022116,4142212.3058907953
42254,36.6582,-87.6563,298,977781.2374913474,4070280.916097449
42256,37.0037,-86.9887,4938,1035107.8394587346,4112213.43621987
42259,37.2802,-86.1688,1046,1105959.4056656105,4147896.404781044
42261,37.2002,-86.6859,10146,1060634.0681298776,4135801.9703359175
42262,36.6652,-87.4255,8814,998390.1572343775,4072236.991447093
42265,36.7595,-86.9804,830,1037564.5475644474,4085129.048227642
42266,36.7759,-87.3556,2596,1003918.6883658677,4084900.6498531024
42273,37.2048,-86.8592,406,1045197.2971153804,4135296.806975547
42274,36.9241,-86.5979,2335,1070531.2092289825,4105647.5587007706
42275,37.256,-86.407,965,1084992.9467331148,4143698.8876241073
42276,36.8453,-86.8823,14897,1045722.3709482263,4095220.1742802844
42280,36.9278,-87.1003,541,1025687.747243442,4103156.885096166
42285,37.2641,-86.2978,373,1094629.8400994202,4145283.597635564
42286,36.7314,-87.2611,1414,1012660.6510138025,4080461.1655947994
42301,37.7513,-87.1554,44883,1015093.2282184348,4194337.988630381
42303,37.7559,-87.0803,41877,1021685.3216858925,4195266.888722561
42320,37.387,-86.8729,8442,1042662.918168044,4155461.522502384
42321,37.1716,-87.0559,578,1027948.7213086461,4130489.4469695506
42322,37.6162,-87.3964,83,994736.3055026581,4178026.4291318287
42323,37.1737,-87.0349,866,1029801.0069715953,4130840.418936469
42324,37.1511,-86.9774,1122,1035073.0586598588,4128653.8313315758
42325,37.343,-87.233,1784,1011040.1033869262,4148554.413980586
42326,37.1999,-87.0001,424,1032709.9552550617,4133947.179945032
42327,37.575,-87.2773,3929,1005540.1867737721,4174086.671877105
42328,37.4079,-87.009,1245,1030449.1797632803,4157005.8375861724
42330,37.3007,-87.1202,9501,1021338.4405882158,4144474.0884634308
42332,37.2533,-87.0897,148,1024375.4821779982,4139377.5064960103
42333,37.3418,-86.77,1082,1052118.6282365096,4151038.899761395
42337,37.2136,-87.048,1775,1028356.9893609033,4135199.7983205086
42338,37.552,-86.7776,88,1049896.0121966605,4174350.1348270006
42339,37.084,-87.0079,905,1032832.8424653071,4121026.580313621
42343,37.6297,-86.7263,1792,1053855.1999309068,4183286.5894774566
42344,37.2467,-87.2976,836,1005957.8362075244,4137507.8663332425
42345,37.2076,-87.1806,11307,1016616.2108938574,4133798.673691523
42347,37.4785,-86.918,6126,1038006.1301828993,4165367.9714020365
42348,37.8503,-86.7638,4823,1048901.8084883182,4207576.178264044
42349,37.4234,-86.6987,1353,1057836.2078251357,4160527.3325013104
42350,37.4471,-87.1692,1334,1015981.6103940529,4160467.6834816243
42351,37.909,-86.8957,4294,1036852.9161689039,4213327.154639348
42352,37.5045,-87.1239,1989,1019594.6549042227,4167094.602452343
42354,37.3778,-86.9298,327,1037684.4372632713,4154112.0855302187
42355,37.8436,-86.9999,1822,1028149.481384097,4205463.694808583
42356,37.6932,-87.3238,68,1000632.0297466319,4186966.594781531
42361,37.5259,-86.6875,583,1058062.1797252665,4171983.5287352786
42366,37.7183,-86.9372,6210,1034579.5072766389,4191900.5667801364
42367,37.2429,-87.1549,877,1018656.9801623859,4137861.3065503975
42368,37.7403,-86.7414,1337,1051696.858250447,4195486.294545334
42369,37.3554,-87.0065,311,1031042.5438340841,4151187.1954249428
42370,37.449,-86.7389,52,1054083.9855216357,4163133.5685052816
42371,37.5076,-87.2806,539,1005705.3589181446,4166581.636407692
42372,37.4177,-87.2736,1735,1006933.9703679049,4156632.7557297177
42374,37.3375,-87.1419,105,1019158.2976878278,4148442.3563440847
42376,37.6206,-87.0591,6678,1024511.6077377422,4180354.377150536
42378,37.6834,-86.8699,3277,1040773.9497763374,4188411.065533277
42404,37.4756,-87.8368,2277,956685.6383672716,4160173.260299316
42406,37.7443,-87.7,2756,967104.8820897322,4190691.3754298394
42408,37.1964,-87.6821,6226,972129.5980710576,4129927.684278517
42409,37.5106,-87.7019,2436,968406.884091453,4164725.667056456
42410,37.2742,-87.5119,1310,986750.0288634303,4139434.0045675733
42411,37.213,-88.0112,1521,942793.807550421,4130176.943888925
42413,37.4382,-87.4751,2929,988947.404727001,4157841.2688599373
42420,37.8274,-87.5632,37664,978632.1785804176,4200615.611379463
42431,37.3256,-87.4953,26566,987890.0920212443,4145229.153494636
42436,37.4067,-87.5639,1298,981284.8254562734,4153883.753094225
42437,37.6869,-87.9439,7422,945939.9088425504,4183123.5243024803
42440,37.249,-87.4615,729,991388.1422974711,4136896.3953997726
42441,37.3683,-87.6865,1455,970663.0317205631,4148997.9547335017
42442,37.1834,-87.4605,3103,991904.3759123569,4129614.954950809
42444,37.641,-87.6439,35,972710.4624830768,4179500.4099147273
42445,37.1151,-87.8632,11009,956529.727653834,4120008.7704253183
42450,37.405,-87.7505,3909,964762.3823631546,4152755.6688501574
42451,37.8588,-87.3704,691,995407.83970732,4205112.807495947
42452,37.6758,-87.5266,2354,982844.5884832512,4183965.5583628165
42453,37.1604,-87.5697,488,982346.2905690088,4126497.0930527914
42455,37.5889,-87.5255,3306,983506.5633374928,4174318.875665721
42456,37.5054,-87.5053,1691,985835.7516597898,4165148.666428301
42458,37.8399,-87.4247,872,990751.4134119821,4202725.5019019395
42459,37.5487,-87.9965,4109,942117.8571362232,4167526.1831147326
42461,37.7677,-87.9263,1454,947005.7120936802,4192181.0725334454
42462,37.743,-87.8067,1362,957702.5861755356,4190018.013811327
42463,37.488,-87.8661,109,954016.9476913523,4161408.2110253745
42464,37.1788,-87.3644,1809,1000475.8427468247,4129608.9885747586
42501,37.1029,-84.5443,18047,1252083.5154274679,4139905.3416741416
42503,37.1566,-84.5248,24670,1253283.8959453236,4146036.2367433924
42516,37.2337,-84.7583,412,1231740.1580631083,4152767.8943028413
42518,36.9525,-84.6314,2989,1245803.9812482172,4122479.685264487
42519,36.9393,-84.5357,2961,1254481.0636460623,4121771.1212597773
42528,37.1906,-84.9835,1578,1212118.8889062433,4146242.7613403047
42533,37.0677,-84.5927,848,1248119.3099819757,4135603.299608315
42539,37.3146,-84.9719,10134,1211973.541203063,4160122.993693612
42541,37.3591,-84.8321,483,1223962.7267344254,4166144.3401866104
42544,37.0631,-84.7192,5787,1236886.2293770968,4134094.4460044536
42553,37.1683,-84.6487,5499,1242135.0278014678,4146352.194338383
42565,37.1568,-84.8799,789,1221662.3827935169,4143273.001178183
42566,37.3074,-84.8124,605,1226213.7873530434,4160545.878375608
42567,37.2642,-84.6066,5671,1244931.1712784602,4157354.910147723
42602,36.6857,-85.1407,9084,1202789.4415532888,4088908.013807568
42603,36.7824,-85.0275,727,1212029.3738264525,4100506.7218309916
42629,36.968,-85.0968,4994,1204109.3219358267,4120632.521248202
42631,36.7437,-84.4808,138,1261339.5774083587,4100446.0089464993
42633,36.8674,-84.8254,18296,1229298.9009035993,4111498.78089551
42634,36.8347,-84.4436,1357,1263758.5243253657,4110871.503777537
42635,36.6807,-84.3984,4892,1269352.9943049736,4094099.736503561
42638,36.6734,-84.4722,128,1262810.9405267467,4092692.267072548
42642,37.0551,-85.0375,12939,1208586.0141781997,4130763.9785663118
42647,36.7082,-84.5165,3726,1258494.9184891235,4096209.904704273
42649,36.6191,-84.4308,2179,1267065.516192517,4086982.8351456933
42653,36.7217,-84.4676,4201,1262741.3688552347,4098103.9325849037
42701,37.6848,-85.8784,52731,1128334.1039882998,4194785.5212678015
42712,37.5278,-86.1395,1872,1106550.400104992,4175606.2342459634
42713,37.3741,-85.896,1876,1129401.4909001437,4160128.5664245384
42715,36.9553,-85.4036,389,1176844.2422697558,4116979.473009995
42716,37.512,-85.6986,1601,1145720.9368527434,4176803.368230665
42717,36.8068,-85.397,5850,1178756.2400632678,4100512.9409269197
42718,37.3466,-85.3508,26099,1178026.978704791,4160872.4492029357
42721,37.4222,-86.4702,3660,1078096.4231890554,4161777.8031811933
42722,37.2696,-85.7203,816,1145889.733558592,4149704.709457149
42724,37.669,-86.0545,5107,1112908.2770443647,4191855.934452727
42726,37.4336,-86.2083,5190,1101219.0546459607,4164692.3132632296
42728,37.1161,-85.2656,16451,1187697.6102418643,4135858.809347799
42729,37.3149,-86.0813,1574,1113447.4106430332,4152321.031300724
42732,37.6061,-86.0906,1913,1110236.0917718576,4184627.751363623
42733,37.3393,-85.1918,1530,1192210.9911846477,4161222.8720996142
42740,37.6034,-85.8921,1878,1127812.9600155444,4185644.575285407
42741,37.007,-85.2487,315,1190198.121625197,4123849.1089470293
42742,37.0912,-85.465,52,1170161.0552599425,4131653.604697799
42743,37.243,-85.5236,8900,1163602.8455837187,4148117.6387966475
42746,37.2249,-85.7542,1965,1143260.130222952,4144502.7248910675
42748,37.5746,-85.7232,8991,1143000.8062776187,4183593.1389070055
42749,37.1849,-85.8785,5219,1132545.773523286,4139213.439439916
42753,37.2313,-85.172,633,1194969.539568131,4149358.2438918916
42754,37.4603,-86.3249,15566,1090673.8761210488,4166918.0589206815
42757,37.4165,-85.7308,2948,1143693.09269254,4165964.2528462373
42758,37.3726,-85.1966,129,1191476.813249241,4164890.745336428
42759,36.8306,-85.5015,41,1169203.175807085,4102417.3214539336
42762,37.4446,-86.4008,450,1084072.5423511073,4164697.3656324265
42764,37.426,-85.6191,724,1153515.218745038,4167794.173557521
42765,37.2898,-85.9201,6342,1127969.269203349,4150596.0068077096
42776,37.5221,-85.923,2747,1125764.1658174393,4176399.6959295725
42782,37.3419,-85.6194,821,1154224.0273289047,4158441.6676994152
42784,37.4568,-85.9086,2799,1127588.7436863827,4169237.284768894
42788,37.5438,-86.0395,301,1115270.418158158,4178038.2766141566
43001,40.106,-82.6077,2705,1386526.8285973258,4491628.071653529
43002,40.072,-83.1792,2026,1338115.4525229093,4482237.32857541
43003,40.4163,-82.9542,2776,1352964.5607713247,4522715.949036521
43004,40.021,-82.8079,29982,1370513.4033155963,4480167.391265174
43005,40.2845,-82.284,282,1411765.413752886,4514817.370593238
43006,40.4583,-82.1553,715,1420335.5121533524,4535513.146070663
43007,40.3406,-83.4163,88,1314592.3004184188,4509887.564989574
43008,39.9337,-82.4724,2378,1400381.8667262397,4473825.431095662
43009,40.1784,-83.647,2083,1296876.1982034366,4489725.379553319
43010,39.9991,-83.6222,245,1301113.6101641303,4470005.132624062
43011,40.2865,-82.68,7559,1377987.3538048686,4510987.7825349085
43013,40.2376,-82.6989,1220,1377015.9239227432,4505356.602575626
43014,40.4557,-82.2639,3850,1411138.4395699864,4534081.872681605
43015,40.2932,-83.0723,57563,1344473.7847948314,4507873.32094326
43016,40.0985,-83.1537,44517,1339965.637674421,4485429.092948091
43017,40.1093,-83.1146,43619,1343171.7082897015,4487005.048246351
43018,39.9572,-82.6837,373,1381971.0875683813,4474303.158305284
43019,40.4976,-82.5857,9419,1383225.8204289898,4535430.232200361
43021,40.2011,-82.8749,14622,1362474.9144399203,4499548.173901706
43022,40.3782,-82.3828,4120,1402078.5855498454,4524220.121203284
43023,40.0788,-82.5194,14462,1394433.7457259558,4489496.2067117905
43025,39.9535,-82.4919,5541,1398448.462390958,4475830.177558818
43026,40.0322,-83.1383,64607,1342107.0072299107,4478199.343179331
43027,40.2528,-82.5177,58,1392267.8695361628,4508879.076353466
43028,40.4158,-82.3334,7781,1405772.39415377,4528916.697298076
43029,40.1284,-83.4587,629,1313546.180749035,4485887.997387653
43030,39.9595,-82.4129,344,1405135.7575741878,4477307.302098678
43031,40.1445,-82.6973,13189,1378367.8719499176,4495011.958693547
43032,40.3286,-82.9588,39,1353692.6456720214,4512913.169495094
43033,39.961,-82.5998,352,1389107.3455684304,4475569.708523139
43035,40.1879,-82.9878,33032,1353009.403498455,4496975.293812811
43036,40.3528,-83.2634,267,1327457.1105769784,4512679.053311515
43037,40.268,-82.3567,323,1405791.6924800626,4512225.245125134
43040,40.2477,-83.3622,35853,1320332.52024756,4500057.56501538
43044,40.0647,-83.5724,5352,1304594.873971267,4477756.347729322
43045,40.1817,-83.4373,1928,1314729.4379506176,4492015.711421278
43046,39.8993,-82.5283,3195,1396046.0690585999,4469426.587083764
43047,40.2049,-83.6466,31,1296596.9703602628,4492676.758672087
43050,40.3849,-82.4873,29594,1393094.7994333312,4523891.006541922
43054,40.0847,-82.7988,27781,1370471.0784018296,4487346.356958965
43055,40.0724,-82.4046,62590,1404335.04818236,4489959.544804621
43056,40.0197,-82.3875,17479,1406504.53650932,4484269.798725621
43060,40.2229,-83.5615,2667,1303640.2843041774,4495454.433265329
43061,40.274,-83.1978,4593,1334020.527003821,4504534.730870523
43062,40.0009,-82.6687,32125,1382686.1268092995,4479317.109150983
43064,40.0974,-83.269,17301,1330127.4815761778,4484211.870056593
43065,40.1834,-83.0912,44829,1344242.212188131,4495474.598919817
43066,40.3918,-83.1781,1264,1334230.6999098468,4517828.211189593
43067,40.338,-83.4655,1410,1310435.7911253693,4509141.772487831
43068,39.9551,-82.8035,59585,1371737.6338559836,4472877.038996359
43070,40.2158,-83.9579,158,1269923.7591446445,4491113.861886727
43071,40.1818,-82.356,2442,1407015.9195680479,4502638.223146251
43072,40.1058,-83.9631,5504,1270735.381304513,4478833.9792608945
43074,40.2655,-82.8511,15288,1363677.0302141998,4506948.681462049
43076,39.8974,-82.4071,9145,1406462.3792700795,4470454.390340919
43077,40.1367,-83.3408,241,1323513.248780241,4487909.051179283
43078,40.1066,-83.7671,20067,1287466.1497449996,4480657.121932814
43080,40.2441,-82.4135,5321,1401270.3586520297,4508978.555788941
43081,40.1146,-82.9105,64338,1360541.9870769563,4489573.337258032
43082,40.1524,-82.882,32459,1362493.0487438005,4494059.222027577
43084,40.1816,-83.5461,844,1305447.2690568715,4491001.289859016
43085,40.0999,-83.0157,25566,1351739.9371932521,4486912.64008243
43101,39.4667,-82.7471,322,1382850.9574721155,4419076.147892165
43102,39.6251,-82.7552,4610,1380123.0287259342,4436627.283070493
43103,39.7316,-82.9446,12282,1362479.2901922758,4446618.524273835
43105,39.8645,-82.624,8458,1388296.6005514027,4464585.044691302
43106,39.6286,-83.4095,1590,1323772.2575164107,4430737.210806875
43107,39.6909,-82.4096,3232,1408999.1153814425,4447441.155932555
43109,39.9181,-82.8321,94,1369762.2703372263,4468476.808900389
43110,39.8349,-82.8044,40953,1373203.7669784282,4459490.833153324
43111,39.5045,-82.2429,178,1425850.3892108975,4428413.480762966
43112,39.7957,-82.7084,5052,1381948.2804673281,4456081.456368581
43113,39.5988,-82.93,24165,1365409.3347744201,4431980.971182853
43115,39.4904,-83.1563,1260,1347258.7899214164,4417737.339720598
43116,39.7699,-83.0602,2732,1352068.562995647,4449761.336048703
43117,39.7687,-83.2057,31,1339589.0511888808,4448237.503141831
43119,39.9366,-83.1838,30072,1339398.0339311725,4467128.028509136
43123,39.8814,-83.0839,66188,1348644.068130528,4461941.037468794
43125,39.8581,-82.8872,14295,1365804.433323186,4461257.616418394
43126,39.8139,-83.1664,322,1342405.7664536322,4453640.607648327
43127,39.4766,-82.3281,284,1418873.9533629767,4424422.501030388
43128,39.659,-83.5687,2267,1309716.7252169347,4432655.724948297
43130,39.7187,-82.6031,62010,1391995.060597694,4448566.925188919
43135,39.4757,-82.7212,4267,1384970.0873959728,4420335.258787523
43136,39.8013,-82.8125,1977,1372939.1219451595,4455671.286244563
43137,39.8142,-82.9764,2684,1358707.2659887495,4455501.60353458
43138,39.5372,-82.4126,18445,1410780.580798396,4430299.238237765
43140,39.9001,-83.4439,24030,1317559.5133514544,4460626.135390046
43142,39.5937,-83.5873,94,1308885.417940889,4425221.201253453
43143,39.7175,-83.2806,5935,1333781.464721975,4441832.938152061
43144,39.5055,-82.1711,373,1432030.0717655267,4429275.943793278
43145,39.5589,-83.2504,1920,1338311.2658376372,4424469.012008859
43146,39.7954,-83.1543,12627,1343672.8404236212,4451697.327918666
43147,39.9061,-82.7563,45281,1376412.80920672,4467891.753419301
43148,39.8227,-82.5043,2431,1399116.1274955915,4461144.40787423
43149,39.5509,-82.5626,2335,1397671.6003327419,4430296.847514263
43150,39.7674,-82.428,2302,1406400.6221511292,4455768.449781255
43151,39.733,-83.4764,269,1316771.8957812164,4441734.8046987085
43152,39.4174,-82.5923,969,1396847.9346216093,4415135.470394417
43153,39.7423,-83.597,861,1306302.6928649452,4441665.60404187
43154,39.6067,-82.8193,3014,1374840.262355341,4433945.336933334
43155,39.6277,-82.5321,2531,1399293.3638733516,4439155.151885354
43156,39.5535,-82.7763,203,1379222.9288074276,4428448.59353714
43157,39.8427,-82.5462,599,1395256.7112804754,4462944.762023794
43158,39.4617,-82.3563,182,1416638.8902616845,4422472.4100208115
43160,39.537,-83.455,22117,1320949.555055785,4420124.29947922
43162,39.9424,-83.2853,6945,1330633.4205837725,4466812.780845621
43164,39.6117,-83.1251,2216,1348452.719864613,4431533.831128726
43201,39.9952,-83.0047,37528,1354001.127110426,4475368.840868097
43202,40.0201,-83.0118,20427,1353079.731965435,4478070.795641989
43203,39.9719,-82.9691,8726,1357342.7359557645,4473121.826478191
43204,39.9523,-83.078,42315,1348264.267193518,4469887.20280647
43205,39.9569,-82.9644,12044,1357934.8889749148,4471498.364368977
43206,39.9426,-82.9748,21594,1357224.9108360382,4469805.884208549
43207,39.9046,-82.9703,46853,1358090.3673059568,4465620.949431145
43209,39.9539,-82.9301,27727,1360910.3505383148,4471498.959435392
43210,40.0028,-83.0164,14126,1352904.0765592416,4476101.168798973
43211,40.0118,-82.9732,23160,1356487.1415715988,4477521.958014125
43212,39.9874,-83.0456,24171,1350598.5966225956,4474105.186604036
43213,39.9727,-82.8329,35105,1368994.011110375,4474545.260056813
43214,40.0535,-83.0187,26805,1352068.627728602,4481720.520663144
43215,39.9671,-83.0044,20761,1354380.9344949764,4472244.8585421555
43217,39.8277,-82.9342,2408,1362158.155507471,4457414.778663674
43218,39.969,-83.0114,0,1353757.6573070453,4472388.450486292
43219,40.0326,-82.9103,30457,1361604.4356224225,4480450.441801125
43220,40.0495,-83.0669,27736,1347997.2514874856,4480809.788266831
43221,40.0226,-83.0776,33844,1347419.103176768,4477713.541538065
43222,39.9576,-83.0311,4124,1352214.1811109092,4470929.250708675
43223,39.9388,-83.0463,27951,1351148.3060678057,4468690.432025746
43224,40.0425,-82.9689,43544,1356466.4025659147,4480980.012098487
43227,39.9444,-82.8903,25041,1364440.0107761384,4470831.283885663
43228,39.9648,-83.126,58465,1343998.1769240038,4470817.4713807395
43229,40.0839,-82.9726,54310,1355625.629391753,4485550.819794908
43230,40.0347,-82.8726,58372,1364802.5342788708,4481053.98169606
43231,40.081,-82.9383,22126,1358594.2347531067,4485562.519227156
43232,39.923,-82.8664,44823,1366760.4682249022,4468684.403834985
43235,40.1088,-82.9742,45561,1355173.3564370011,4488305.980124581
43240,40.1454,-82.9817,7661,1354068.849776492,4492305.598521967
43302,40.5876,-83.1271,54094,1336107.2545963982,4540099.19374798
43310,40.5024,-83.7688,3185,1282692.578979528,4524665.3146293815
43311,40.3605,-83.7571,20029,1285351.6660497813,4508987.697151655
43314,40.6272,-82.9925,3096,1347017.096853172,4545806.540313617
43315,40.5066,-82.9337,7090,1353550.4289781004,4532963.335278137
43316,40.9486,-83.3836,5931,1309911.615948319,4577822.152461988
43317,40.4789,-82.6828,184,1375223.4175501755,4532369.535418988
43318,40.3058,-83.9153,3609,1272521.5469219799,4501497.850465303
43319,40.3077,-83.5862,1062,1300523.274137462,4504661.481711055
43320,40.5905,-82.9023,1440,1355136.2865237175,4542606.015237843
43321,40.4626,-82.8288,250,1363029.4539745003,4529100.397883296
43322,40.5322,-83.2078,310,1329954.8145981974,4533164.448081964
43323,40.7475,-83.2343,609,1325020.5743191037,4556862.531158195
43324,40.4413,-83.7927,2753,1281378.516756929,4517655.856125015
43325,40.6703,-82.8435,151,1359087.7016075524,4552064.131666979
43326,40.6404,-83.6111,13328,1294430.8134424537,4541440.064887659
43330,40.813,-83.4196,120,1308541.9582271874,4562403.784146468
43331,40.5019,-83.9202,4428,1269845.035545556,4523264.205718769
43332,40.5789,-83.3734,2136,1315326.2077896243,4536796.184787797
43333,40.4277,-83.9209,826,1270641.4605111706,4515005.928670063
43334,40.3895,-82.8121,6721,1365396.6643104355,4521132.0044491235
43336,40.2926,-83.5824,91,1301027.08041538,4503016.541073884
43337,40.6954,-83.2046,1001,1328185.9522689204,4551349.724047574
43338,40.5384,-82.8062,10423,1363965.1181023275,4537758.287093142
43340,40.5232,-83.4942,1754,1305755.5057556278,4529477.362679105
43341,40.6073,-83.3224,911,1319301.1721533467,4540433.911957229
43342,40.4727,-83.1763,3256,1333373.025947351,4526845.584759084
43343,40.2876,-83.9744,1233,1267697.2811950827,4498954.893269428
43344,40.437,-83.3136,5702,1322148.3525902005,4521572.440224196
43345,40.5209,-83.5702,874,1299332.2062077671,4528522.495208859
43346,40.5732,-83.8462,56,1275296.7902438845,4531848.6838557795
43347,40.4658,-83.6598,1492,1292381.515579258,4521577.210710068
43348,40.4675,-83.887,1880,1273062.0046277477,4519731.502432075
43350,40.5289,-82.8229,127,1362670.8341734395,4536535.722838372
43351,40.8249,-83.2977,10144,1318695.5217549677,4564871.302157725
43356,40.4605,-83.0706,1161,1342507.631547282,4526503.218386037
43357,40.2625,-83.7528,4848,1286865.7042394006,4498126.026209776
43358,40.4043,-83.5243,2587,1304633.2260818528,4515974.226598339
43359,40.8612,-83.463,720,1304285.4411647287,4567361.0506949965
43360,40.3211,-83.6405,1590,1295740.2801249623,4505657.48030638
43402,41.3815,-83.6507,31459,1282171.149124785,4623496.685402304
43403,41.377,-83.6371,5422,1283364.7031621942,4623120.362183167
43406,41.3298,-83.4456,1740,1299988.4272336601,4619637.951989455
43407,41.268,-83.2475,631,1317374.3793580642,4614630.35175593
43408,41.5686,-83.3632,251,1303910.654506011,4646965.039338289
43410,41.3024,-82.9918,10219,1338386.1656190236,4620921.75785758
43412,41.6477,-83.2858,4033,1309374.4828528888,4656492.422865931
43413,41.2401,-83.6433,1430,1284501.3202236656,4607840.511569692
43414,41.4581,-83.6102,73,1284631.166832795,4632384.421544684
43416,41.4681,-83.2767,2769,1312403.901336846,4636606.44512684
43420,41.3498,-83.1181,29332,1327186.609717187,4624967.547552932
43430,41.53,-83.359,4631,1304745.0568340225,4642712.165067906
43431,41.3805,-83.3358,4500,1308558.1198254507,4626305.446425886
43432,41.5647,-83.2613,1354,1312469.892768392,4647495.317270676
43433,41.5038,-82.8708,101,1345888.271517621,4644512.173850236
43434,41.6934,-83.4444,89,1295577.6577349268,4660081.596461057
43435,41.326,-83.3186,1484,1310682.012676984,4620406.803817328
43436,41.7153,-82.8227,10,1347105.606306716,4668512.312798076
43437,41.2559,-83.6022,447,1287759.4333946211,4609973.111730527
43438,41.6008,-82.7068,256,1358300.9744813642,4656937.998640604
43439,41.5181,-83.0413,62,1331448.0717330412,4644429.304613838
